Country,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Exports of goods and services,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)",Gross National Income(GNI) in USD,Gross Domestic Product (GDP),Trade Balance,Sectoral Output
 Turks and Caicos Islands ,-0.420328,-0.193145,-0.200865,-0.266735,-0.254058,-0.179374,-0.19656,-0.154343,-0.169328,-0.180026,-0.183486,-0.185638,-0.0266044,-0.180712
 Turks and Caicos Islands ,-0.353213,-0.193141,-0.200846,-0.266685,-0.25404,-0.179371,-0.196555,-0.154333,-0.169312,-0.179983,-0.18347,-0.185625,-0.0264405,-0.180699
 Turks and Caicos Islands ,-0.286097,-0.193134,-0.200822,-0.266684,-0.253997,-0.179366,-0.196547,-0.154323,-0.169296,-0.17994,-0.183456,-0.18561,-0.0266678,-0.180685
 Turks and Caicos Islands ,-0.218981,-0.193128,-0.200792,-0.266566,-0.253896,-0.179361,-0.196538,-0.154308,-0.169272,-0.179887,-0.183431,-0.18559,-0.0265966,-0.180666
 Turks and Caicos Islands ,-0.151866,-0.193124,-0.200761,-0.266467,-0.25373,-0.179356,-0.19653,-0.154295,-0.169249,-0.179843,-0.183408,-0.185571,-0.0269713,-0.180649
 Turks and Caicos Islands ,-0.0847501,-0.193117,-0.200735,-0.266414,-0.253639,-0.179353,-0.196524,-0.154282,-0.169228,-0.179801,-0.183387,-0.185552,-0.02718,-0.180634
 Turks and Caicos Islands ,-0.0176345,-0.193111,-0.200712,-0.266312,-0.253997,-0.179347,-0.196518,-0.154262,-0.1692,-0.179661,-0.183361,-0.185528,-0.0247385,-0.180603
 Turks and Caicos Islands ,0.0494812,-0.193082,-0.200652,-0.266255,-0.253878,-0.179329,-0.196493,-0.154253,-0.169176,-0.17963,-0.183338,-0.185507,-0.0250774,-0.180582
 Turks and Caicos Islands ,0.116597,-0.193099,-0.200613,-0.266185,-0.253783,-0.179332,-0.196477,-0.154218,-0.169131,-0.179602,-0.183305,-0.185476,-0.0252265,-0.180557
 Turks and Caicos Islands ,0.183713,-0.193103,-0.200557,-0.26595,-0.253655,-0.179329,-0.196484,-0.154208,-0.169107,-0.179585,-0.183273,-0.185447,-0.0246894,-0.180547
 Turks and Caicos Islands ,0.250828,-0.193066,-0.200562,-0.265677,-0.253581,-0.179339,-0.19649,-0.154196,-0.169086,-0.179527,-0.183245,-0.185421,-0.0236714,-0.180535
 Turks and Caicos Islands ,0.317944,-0.193062,-0.200523,-0.265579,-0.253532,-0.179341,-0.196489,-0.154174,-0.169061,-0.179379,-0.183202,-0.185381,-0.0234246,-0.180503
 Turks and Caicos Islands ,0.385059,-0.193082,-0.200549,-0.265528,-0.25353,-0.179342,-0.196476,-0.154161,-0.169041,-0.17943,-0.183193,-0.185373,-0.0231707,-0.180502
 Turks and Caicos Islands ,0.452175,-0.193051,-0.200409,-0.265479,-0.253435,-0.179336,-0.196467,-0.154146,-0.169032,-0.179331,-0.183146,-0.18533,-0.0234242,-0.180473
 Turks and Caicos Islands ,0.519291,-0.193026,-0.200103,-0.265224,-0.25312,-0.179337,-0.196442,-0.154091,-0.168944,-0.179224,-0.183062,-0.185253,-0.0237905,-0.18041
 Turks and Caicos Islands ,0.586406,-0.193016,-0.199734,-0.264997,-0.252469,-0.179333,-0.196414,-0.154029,-0.168859,-0.179043,-0.18296,-0.185158,-0.0260966,-0.180332
 Turks and Caicos Islands ,0.653522,-0.193007,-0.199015,-0.26449,-0.251201,-0.17933,-0.196391,-0.153932,-0.168826,-0.178735,-0.182802,-0.185013,-0.0302515,-0.180214
 Turks and Caicos Islands ,0.720638,-0.193009,-0.198841,-0.26433,-0.250636,-0.179318,-0.196392,-0.153848,-0.168809,-0.178586,-0.182746,-0.18496,-0.032439,-0.18015
 Turks and Caicos Islands ,0.787753,-0.193059,-0.198617,-0.263231,-0.250541,-0.179323,-0.196378,-0.153818,-0.168778,-0.178071,-0.182647,-0.18487,-0.0272502,-0.180061
 Turks and Caicos Islands ,0.854869,-0.193059,-0.199713,-0.264141,-0.252102,-0.179324,-0.196378,-0.153818,-0.168899,-0.178703,-0.182823,-0.185032,-0.0236196,-0.180197
 Turks and Caicos Islands ,0.921985,-0.193077,-0.200229,-0.263911,-0.25255,-0.179352,-0.196408,-0.15385,-0.168924,-0.178547,-0.182841,-0.185048,-0.0200256,-0.180226
 Turks and Caicos Islands ,0.9891,-0.193065,-0.200466,-0.263871,-0.252301,-0.17936,-0.196416,-0.153877,-0.168848,-0.178279,-0.182795,-0.185006,-0.0211549,-0.180212
 Turks and Caicos Islands ,1.05622,-0.193099,-0.200495,-0.263925,-0.252085,-0.179373,-0.196406,-0.153917,-0.168709,-0.178277,-0.182797,-0.185007,-0.0225911,-0.180219
 Turks and Caicos Islands ,1.12333,-0.193077,-0.200442,-0.26372,-0.252194,-0.17937,-0.196395,-0.153899,-0.168675,-0.178235,-0.182767,-0.18498,-0.020946,-0.180198
 Turks and Caicos Islands ,1.19045,-0.193057,-0.200387,-0.263376,-0.251868,-0.179366,-0.196388,-0.153875,-0.168599,-0.178014,-0.182671,-0.184891,-0.0209009,-0.18015
 Turks and Caicos Islands ,1.25756,-0.193065,-0.200172,-0.262929,-0.251519,-0.179364,-0.196378,-0.153845,-0.168514,-0.177764,-0.18256,-0.184789,-0.0204539,-0.180088
 Turks and Caicos Islands ,1.32468,-0.193068,-0.200091,-0.262507,-0.251286,-0.179365,-0.196366,-0.153819,-0.168396,-0.17735,-0.182461,-0.184697,-0.0195127,-0.180011
 Turks and Caicos Islands ,1.39179,-0.193063,-0.199771,-0.262565,-0.251296,-0.179365,-0.196375,-0.153785,-0.168406,-0.177579,-0.182472,-0.184707,-0.0197575,-0.180013
 Turks and Caicos Islands ,1.45891,-0.193073,-0.199575,-0.262159,-0.25101,-0.179366,-0.196373,-0.153732,-0.16824,-0.177384,-0.182372,-0.184615,-0.0191837,-0.179945
 Turks and Caicos Islands ,1.52603,-0.193074,-0.199245,-0.261781,-0.250758,-0.179366,-0.196355,-0.153697,-0.168146,-0.177222,-0.182279,-0.18453,-0.0185705,-0.179885
 Turks and Caicos Islands ,1.59314,-0.193082,-0.199137,-0.262998,-0.251602,-0.179366,-0.196369,-0.1537,-0.168374,-0.178718,-0.182579,-0.184807,-0.0203677,-0.180086
 Turks and Caicos Islands ,1.66026,-0.19308,-0.199083,-0.262914,-0.251544,-0.179366,-0.196335,-0.153794,-0.168408,-0.178158,-0.182559,-0.184788,-0.0202427,-0.180051
 Tuvalu ,-1.76264,-0.193171,-0.201022,-0.26711,-0.254469,-0.179402,-0.196607,-0.154418,-0.169452,-0.180327,-0.183592,-0.185743,-0.0263516,-0.180812
 Tuvalu ,-1.69553,-0.193171,-0.201022,-0.26711,-0.254469,-0.179402,-0.196607,-0.154418,-0.169451,-0.180327,-0.183592,-0.185743,-0.026355,-0.180812
 Tuvalu ,-1.62841,-0.19317,-0.201021,-0.26711,-0.254468,-0.179402,-0.196607,-0.154418,-0.169451,-0.180327,-0.183591,-0.185743,-0.0263608,-0.180812
 Tuvalu ,-1.56129,-0.193167,-0.201019,-0.26711,-0.254464,-0.179402,-0.196607,-0.154417,-0.16945,-0.180327,-0.18359,-0.185742,-0.0263766,-0.180811
 Tuvalu ,-1.49418,-0.193166,-0.201018,-0.26711,-0.254463,-0.179402,-0.196607,-0.154417,-0.16945,-0.180326,-0.183589,-0.185742,-0.0263814,-0.180811
 Tuvalu ,-1.42706,-0.193167,-0.201019,-0.26711,-0.254464,-0.179402,-0.196607,-0.154417,-0.16945,-0.180327,-0.18359,-0.185742,-0.0263779,-0.180811
 Tuvalu ,-1.35995,-0.193167,-0.201019,-0.26711,-0.254464,-0.179402,-0.196607,-0.154417,-0.16945,-0.180327,-0.18359,-0.185742,-0.0263765,-0.180811
 Tuvalu ,-1.29283,-0.193168,-0.20102,-0.26711,-0.254465,-0.179402,-0.196607,-0.154417,-0.169451,-0.180327,-0.18359,-0.185742,-0.0263718,-0.180812
 Tuvalu ,-1.22572,-0.193167,-0.201019,-0.26711,-0.254464,-0.179402,-0.196607,-0.154417,-0.16945,-0.180327,-0.18359,-0.185742,-0.0263783,-0.180811
 Tuvalu ,-1.1586,-0.193166,-0.201018,-0.26711,-0.254463,-0.179402,-0.196607,-0.154417,-0.16945,-0.180326,-0.183589,-0.185742,-0.0263809,-0.180811
 Tuvalu ,-1.09149,-0.193166,-0.201018,-0.26711,-0.254462,-0.179402,-0.196606,-0.154417,-0.16945,-0.180326,-0.183589,-0.185741,-0.0263873,-0.180811
 Tuvalu ,-1.02437,-0.193164,-0.201017,-0.267109,-0.254461,-0.179402,-0.196606,-0.154416,-0.16945,-0.180326,-0.183588,-0.185741,-0.0263936,-0.180811
 Tuvalu ,-0.957254,-0.193167,-0.201019,-0.26711,-0.254464,-0.179402,-0.196607,-0.154417,-0.16945,-0.180327,-0.18359,-0.185742,-0.0263795,-0.180811
 Tuvalu ,-0.890138,-0.193166,-0.201018,-0.26711,-0.254463,-0.179402,-0.196607,-0.154417,-0.16945,-0.180327,-0.183589,-0.185742,-0.0263815,-0.180811
 Tuvalu ,-0.823022,-0.193163,-0.201016,-0.26711,-0.254463,-0.179402,-0.196606,-0.154417,-0.16945,-0.180326,-0.183589,-0.185741,-0.0263857,-0.180811
 Tuvalu ,-0.755907,-0.193171,-0.201021,-0.267109,-0.254464,-0.179402,-0.196607,-0.154417,-0.16945,-0.180326,-0.18359,-0.185742,-0.0263719,-0.180811
 Tuvalu ,-0.688791,-0.193163,-0.201018,-0.26711,-0.254465,-0.179402,-0.196607,-0.154417,-0.16945,-0.180326,-0.183589,-0.185741,-0.0263744,-0.180811
 Tuvalu ,-0.621675,-0.193163,-0.201015,-0.26711,-0.254452,-0.179402,-0.196606,-0.154416,-0.169449,-0.180326,-0.183587,-0.18574,-0.0264473,-0.18081
 Tuvalu ,-0.55456,-0.193148,-0.201003,-0.267109,-0.254453,-0.179401,-0.196605,-0.154415,-0.169449,-0.180325,-0.183583,-0.185738,-0.0264309,-0.180808
 Tuvalu ,-0.487444,-0.193136,-0.201,-0.267109,-0.254453,-0.179401,-0.196605,-0.154415,-0.169449,-0.180325,-0.183582,-0.185737,-0.026436,-0.180808
 Tuvalu ,-0.420328,-0.193126,-0.20101,-0.26711,-0.254452,-0.179401,-0.196606,-0.154413,-0.169447,-0.180324,-0.183579,-0.185736,-0.0264457,-0.180807
 Tuvalu ,-0.353213,-0.193126,-0.201008,-0.267109,-0.254449,-0.179401,-0.196606,-0.154412,-0.169446,-0.180323,-0.183578,-0.185735,-0.026453,-0.180806
 Tuvalu ,-0.286097,-0.193126,-0.200999,-0.26711,-0.25445,-0.179401,-0.196605,-0.154413,-0.169446,-0.180323,-0.183577,-0.185735,-0.0264557,-0.180806
 Tuvalu ,-0.218981,-0.19313,-0.201008,-0.26711,-0.254445,-0.179401,-0.196606,-0.154413,-0.169447,-0.180324,-0.183579,-0.185736,-0.0264809,-0.180807
 Tuvalu ,-0.151866,-0.193121,-0.201006,-0.26711,-0.254439,-0.179401,-0.196606,-0.154411,-0.169445,-0.180322,-0.183576,-0.185734,-0.026514,-0.180805
 Tuvalu ,-0.0847501,-0.193118,-0.201006,-0.26711,-0.254435,-0.179401,-0.196606,-0.154411,-0.169445,-0.180322,-0.183575,-0.185734,-0.0265319,-0.180805
 Tuvalu ,-0.0176345,-0.193107,-0.201009,-0.267108,-0.254429,-0.179401,-0.196606,-0.154409,-0.169443,-0.180321,-0.183574,-0.185733,-0.0265578,-0.180804
 Tuvalu ,0.0494812,-0.193106,-0.201004,-0.267109,-0.254439,-0.179401,-0.196605,-0.154409,-0.169443,-0.180321,-0.183571,-0.185732,-0.0265052,-0.180803
 Tuvalu ,0.116597,-0.193116,-0.201004,-0.267109,-0.254433,-0.179401,-0.196605,-0.154409,-0.169443,-0.180321,-0.183573,-0.185733,-0.0265388,-0.180804
 Tuvalu ,0.183713,-0.193116,-0.201014,-0.26711,-0.254442,-0.179402,-0.196606,-0.154407,-0.169441,-0.180319,-0.183572,-0.185732,-0.0264962,-0.180803
 Tuvalu ,0.250828,-0.193116,-0.201012,-0.26711,-0.254435,-0.179402,-0.196607,-0.154408,-0.16944,-0.180318,-0.183575,-0.185732,-0.0265338,-0.180803
 Tuvalu ,0.317944,-0.193118,-0.201012,-0.2671,-0.254426,-0.179402,-0.196606,-0.154408,-0.169441,-0.18032,-0.183572,-0.185732,-0.0265326,-0.180804
 Tuvalu ,0.385059,-0.193111,-0.201007,-0.267099,-0.254411,-0.179401,-0.196607,-0.154406,-0.169434,-0.180318,-0.183565,-0.18573,-0.026605,-0.180802
 Tuvalu ,0.452175,-0.193097,-0.200999,-0.267093,-0.254372,-0.179401,-0.196606,-0.154402,-0.169435,-0.180319,-0.183568,-0.185727,-0.0267822,-0.180799
 Tuvalu ,0.519291,-0.193077,-0.200999,-0.267092,-0.254376,-0.179401,-0.196605,-0.1544,-0.169428,-0.180317,-0.18356,-0.185724,-0.0267581,-0.180796
 Tuvalu ,0.586406,-0.193068,-0.201006,-0.267092,-0.25437,-0.179401,-0.196604,-0.154399,-0.169433,-0.180315,-0.18356,-0.185724,-0.0267851,-0.180796
 Tuvalu ,0.653522,-0.193051,-0.201002,-0.267098,-0.254339,-0.179401,-0.196607,-0.154398,-0.169436,-0.18031,-0.183558,-0.185722,-0.0269832,-0.180795
 Tuvalu ,0.720638,-0.193025,-0.200982,-0.267098,-0.254333,-0.179401,-0.196608,-0.154396,-0.169434,-0.180305,-0.183554,-0.185718,-0.0270176,-0.180792
 Tuvalu ,0.787753,-0.193015,-0.200957,-0.267092,-0.254253,-0.1794,-0.196606,-0.154394,-0.169437,-0.180305,-0.183548,-0.185715,-0.0274125,-0.180789
 Tuvalu ,0.854869,-0.193019,-0.200971,-0.267095,-0.254301,-0.179401,-0.196606,-0.154395,-0.169437,-0.180314,-0.183554,-0.185718,-0.0271724,-0.180791
 Tuvalu ,0.921985,-0.192973,-0.200995,-0.267086,-0.254251,-0.1794,-0.196607,-0.154388,-0.169431,-0.18031,-0.183546,-0.185714,-0.0273925,-0.180787
 Tuvalu ,0.9891,-0.192938,-0.200965,-0.267083,-0.254192,-0.1794,-0.196606,-0.154383,-0.169431,-0.180302,-0.183539,-0.185707,-0.0276941,-0.180781
 Tuvalu ,1.05622,-0.192946,-0.200987,-0.267086,-0.254224,-0.1794,-0.196607,-0.154381,-0.169428,-0.180303,-0.183532,-0.185708,-0.0275385,-0.180782
 Tuvalu ,1.12333,-0.192992,-0.200964,-0.26708,-0.25422,-0.1794,-0.196609,-0.154382,-0.169428,-0.180301,-0.183531,-0.185708,-0.0275302,-0.180783
 Tuvalu ,1.19045,-0.193026,-0.20097,-0.267082,-0.254231,-0.1794,-0.196607,-0.154379,-0.169431,-0.180297,-0.183535,-0.185708,-0.0274811,-0.180782
 Tuvalu ,1.25756,-0.193061,-0.200958,-0.267081,-0.254138,-0.1794,-0.196604,-0.154381,-0.169434,-0.180297,-0.18353,-0.185709,-0.027977,-0.180784
 Tuvalu ,1.32468,-0.193068,-0.200937,-0.267079,-0.25423,-0.179399,-0.196601,-0.154376,-0.169432,-0.18029,-0.183518,-0.185704,-0.0274689,-0.180779
 Tuvalu ,1.39179,-0.193061,-0.200918,-0.267073,-0.254236,-0.179399,-0.196602,-0.154373,-0.16943,-0.180284,-0.183516,-0.1857,-0.027404,-0.180776
 Tuvalu ,1.45891,-0.19306,-0.200922,-0.267074,-0.254233,-0.179399,-0.196602,-0.154369,-0.16943,-0.180277,-0.183497,-0.185697,-0.0274276,-0.180774
 Tuvalu ,1.52603,-0.193071,-0.200851,-0.267071,-0.254193,-0.179398,-0.196601,-0.154368,-0.169431,-0.18027,-0.183509,-0.185691,-0.0276246,-0.180769
 Tuvalu ,1.59314,-0.19307,-0.200893,-0.26707,-0.254207,-0.179401,-0.196603,-0.154363,-0.16943,-0.180279,-0.183505,-0.185693,-0.0275474,-0.180771
 Tuvalu ,1.66026,-0.19305,-0.200861,-0.267065,-0.254165,-0.179399,-0.196601,-0.154356,-0.169426,-0.180267,-0.183516,-0.185685,-0.0277452,-0.180763
 Uganda ,-1.76264,-0.177901,-0.20041,-0.26455,-0.250644,-0.17879,-0.195949,-0.153756,-0.168964,-0.178898,-0.18218,-0.1843,-0.033544,-0.179531
 Uganda ,-1.69553,-0.176276,-0.200344,-0.264672,-0.249365,-0.178725,-0.195879,-0.153686,-0.168912,-0.178746,-0.182043,-0.184146,-0.041019,-0.179394
 Uganda ,-1.62841,-0.17481,-0.200285,-0.26455,-0.250644,-0.178667,-0.195816,-0.153622,-0.168865,-0.178609,-0.181895,-0.184007,-0.033544,-0.179271
 Uganda ,-1.56129,-0.171686,-0.200158,-0.26463,-0.251011,-0.178541,-0.195681,-0.153485,-0.168765,-0.178316,-0.181599,-0.183711,-0.0319925,-0.179008
 Uganda ,-1.49418,-0.167149,-0.199976,-0.264426,-0.249787,-0.17836,-0.195487,-0.153291,-0.16862,-0.17789,-0.181175,-0.183282,-0.0374843,-0.178628
 Uganda ,-1.42706,-0.163257,-0.199817,-0.265316,-0.250472,-0.178205,-0.195319,-0.153117,-0.168495,-0.177529,-0.180798,-0.182915,-0.0384373,-0.1783
 Uganda ,-1.35995,-0.161655,-0.199749,-0.26461,-0.250733,-0.178136,-0.195246,-0.153046,-0.168441,-0.177374,-0.180648,-0.182759,-0.0333748,-0.178162
 Uganda ,-1.29283,-0.159213,-0.199663,-0.264699,-0.250906,-0.178047,-0.195152,-0.152959,-0.16837,-0.177143,-0.180425,-0.182531,-0.0329121,-0.177969
 Uganda ,-1.22572,-0.158193,-0.199604,-0.266053,-0.251989,-0.178002,-0.195099,-0.152879,-0.168331,-0.177069,-0.180335,-0.182442,-0.0341353,-0.177868
 Uganda ,-1.1586,-0.160276,-0.199683,-0.265974,-0.25153,-0.178067,-0.195172,-0.152983,-0.168387,-0.177229,-0.180513,-0.182616,-0.0361857,-0.178037
 Uganda ,-1.09149,-0.158254,-0.199667,-0.266054,-0.251269,-0.178038,-0.195147,-0.152975,-0.168364,-0.177045,-0.180351,-0.182449,-0.0379956,-0.177927
 Uganda ,-1.02437,-0.153176,-0.199338,-0.266319,-0.251468,-0.177784,-0.194852,-0.152539,-0.168147,-0.176677,-0.179919,-0.181998,-0.0383067,-0.177391
 Uganda ,-0.957254,-0.149102,-0.199203,-0.26522,-0.251319,-0.177539,-0.194613,-0.152545,-0.167981,-0.176035,-0.1794,-0.181456,-0.0334056,-0.177069
 Uganda ,-0.890138,-0.141793,-0.199309,-0.264943,-0.251707,-0.177622,-0.194729,-0.152635,-0.168032,-0.175523,-0.178998,-0.181005,-0.029891,-0.176828
 Uganda ,-0.823022,-0.146431,-0.199369,-0.26393,-0.251765,-0.177912,-0.194979,-0.152348,-0.168099,-0.175707,-0.179018,-0.181061,-0.0243283,-0.176991
 Uganda ,-0.755907,-0.139747,-0.199485,-0.264624,-0.25195,-0.177967,-0.195033,-0.152527,-0.16814,-0.175365,-0.178898,-0.180928,-0.0269415,-0.176815
 Uganda ,-0.688791,-0.130538,-0.199032,-0.264054,-0.250322,-0.177451,-0.194533,-0.152524,-0.167834,-0.173845,-0.178223,-0.180258,-0.0326911,-0.176084
 Uganda ,-0.621675,-0.119186,-0.198507,-0.264617,-0.249324,-0.177393,-0.194458,-0.15256,-0.167515,-0.173187,-0.177563,-0.179606,-0.0409551,-0.175544
 Uganda ,-0.55456,-0.112367,-0.198059,-0.264574,-0.249493,-0.176706,-0.193675,-0.151982,-0.167222,-0.172346,-0.176706,-0.178726,-0.0398241,-0.174658
 Uganda ,-0.487444,-0.120234,-0.19839,-0.264925,-0.249706,-0.177241,-0.19421,-0.152418,-0.167204,-0.173716,-0.177534,-0.179546,-0.040504,-0.175486
 Uganda ,-0.420328,-0.146823,-0.198673,-0.265667,-0.250822,-0.177755,-0.194662,-0.152626,-0.167691,-0.176022,-0.179331,-0.18136,-0.0383826,-0.177016
 Uganda ,-0.353213,-0.157158,-0.198812,-0.2657,-0.251077,-0.178054,-0.19493,-0.152835,-0.167907,-0.177024,-0.180138,-0.182191,-0.0371919,-0.177714
 Uganda ,-0.286097,-0.152468,-0.198725,-0.26587,-0.251232,-0.178022,-0.194856,-0.152805,-0.16794,-0.17685,-0.179931,-0.181928,-0.0372442,-0.177493
 Uganda ,-0.218981,-0.156073,-0.198425,-0.26567,-0.251197,-0.177797,-0.194587,-0.1525,-0.167752,-0.176752,-0.179748,-0.1818,-0.0363932,-0.177367
 Uganda ,-0.151866,-0.130762,-0.197154,-0.263968,-0.248853,-0.176903,-0.193292,-0.151725,-0.167107,-0.174868,-0.177545,-0.17954,-0.0401082,-0.175421
 Uganda ,-0.0847501,-0.127058,-0.196152,-0.263332,-0.247815,-0.176106,-0.192416,-0.151086,-0.16661,-0.17339,-0.176479,-0.178485,-0.0423632,-0.174468
 Uganda ,-0.0176345,-0.133192,-0.195506,-0.262325,-0.245196,-0.175711,-0.191885,-0.150788,-0.166356,-0.172992,-0.176366,-0.178388,-0.0511521,-0.174302
 Uganda ,0.0494812,-0.129615,-0.195273,-0.262837,-0.247262,-0.175198,-0.191067,-0.150554,-0.165593,-0.173126,-0.17577,-0.177822,-0.0427554,-0.17379
 Uganda ,0.116597,-0.134295,-0.195009,-0.263047,-0.246328,-0.175349,-0.191326,-0.150612,-0.165877,-0.173144,-0.176069,-0.178135,-0.0488414,-0.174065
 Uganda ,0.183713,-0.138974,-0.194866,-0.263134,-0.24667,-0.175449,-0.191544,-0.150772,-0.165904,-0.173494,-0.176458,-0.17852,-0.0474604,-0.174394
 Uganda ,0.250828,-0.143336,-0.194893,-0.263576,-0.246811,-0.175699,-0.191778,-0.150846,-0.165794,-0.173702,-0.176897,-0.178861,-0.0489953,-0.174681
 Uganda ,0.317944,-0.145042,-0.194644,-0.263435,-0.246082,-0.175376,-0.191377,-0.150548,-0.164985,-0.173369,-0.176728,-0.178588,-0.0521698,-0.174373
 Uganda ,0.385059,-0.147301,-0.193752,-0.26337,-0.24535,-0.175233,-0.190978,-0.1502,-0.164669,-0.173081,-0.176302,-0.178217,-0.0557502,-0.174109
 Uganda ,0.452175,-0.141228,-0.193373,-0.262658,-0.244744,-0.175167,-0.19097,-0.150029,-0.164257,-0.172737,-0.17588,-0.177788,-0.0552977,-0.173717
 Uganda ,0.519291,-0.13347,-0.191304,-0.261114,-0.242879,-0.174298,-0.189818,-0.149143,-0.162991,-0.171372,-0.174422,-0.176223,-0.0572668,-0.172356
 Uganda ,0.586406,-0.119294,-0.18929,-0.259015,-0.240078,-0.173436,-0.188441,-0.148378,-0.161823,-0.169659,-0.172704,-0.174413,-0.061368,-0.170746
 Uganda ,0.653522,-0.116823,-0.189088,-0.258409,-0.236359,-0.172804,-0.187466,-0.147716,-0.159583,-0.167993,-0.171595,-0.173316,-0.0781267,-0.169705
 Uganda ,0.720638,-0.107158,-0.185055,-0.253546,-0.231441,-0.171276,-0.184659,-0.146503,-0.156764,-0.1647,-0.168742,-0.170452,-0.0792175,-0.167281
 Uganda ,0.787753,-0.0845946,-0.181541,-0.249759,-0.225096,-0.169118,-0.182243,-0.145488,-0.154171,-0.160801,-0.165621,-0.167259,-0.0935268,-0.164427
 Uganda ,0.854869,0.0345544,-0.186464,-0.248598,-0.211245,-0.158498,-0.176463,-0.140309,-0.159746,-0.152885,-0.158829,-0.160436,-0.161613,-0.154994
 Uganda ,0.921985,0.0205144,-0.173612,-0.247904,-0.205684,-0.145152,-0.163242,-0.136404,-0.156368,-0.146935,-0.153097,-0.154563,-0.187766,-0.147774
 Uganda ,0.9891,0.00413387,-0.173583,-0.244103,-0.207698,-0.147398,-0.165216,-0.139175,-0.157117,-0.15228,-0.155339,-0.156888,-0.157279,-0.15096
 Uganda ,1.05622,0.00644837,-0.172287,-0.240126,-0.204947,-0.148407,-0.165546,-0.1375,-0.153551,-0.148851,-0.153108,-0.154429,-0.151376,-0.149613
 Uganda ,1.12333,-0.00610482,-0.170093,-0.242577,-0.222896,-0.151232,-0.16766,-0.146387,-0.161189,-0.166187,-0.160415,-0.161909,-0.068054,-0.157317
 Uganda ,1.19045,0.00853618,-0.16478,-0.239032,-0.20726,-0.146172,-0.162523,-0.129278,-0.143904,-0.140423,-0.145114,-0.146147,-0.133324,-0.142988
 Uganda ,1.25756,-0.0297853,-0.168189,-0.244176,-0.22145,-0.148751,-0.164934,-0.13745,-0.151809,-0.15469,-0.1547,-0.155989,-0.0840827,-0.151212
 Uganda ,1.32468,-0.0102378,-0.168716,-0.242242,-0.223296,-0.152427,-0.16802,-0.137641,-0.151309,-0.154274,-0.153476,-0.154788,-0.0641792,-0.151663
 Uganda ,1.39179,-0.0136616,-0.16563,-0.239808,-0.219043,-0.150586,-0.165706,-0.137222,-0.151572,-0.152744,-0.152566,-0.153657,-0.0743104,-0.150594
 Uganda ,1.45891,0.000660832,-0.161879,-0.240186,-0.214102,-0.148324,-0.162912,-0.136044,-0.150446,-0.15151,-0.150286,-0.151135,-0.102701,-0.148313
 Uganda ,1.52603,0.0275244,-0.158633,-0.241211,-0.21636,-0.145486,-0.15961,-0.133806,-0.147854,-0.149691,-0.146585,-0.147378,-0.0959426,-0.144783
 Uganda ,1.59314,0.0404827,-0.160723,-0.242835,-0.20653,-0.144086,-0.158166,-0.133802,-0.148361,-0.151513,-0.14596,-0.147088,-0.15695,-0.144196
 Uganda ,1.66026,0.0547218,-0.155041,-0.234714,-0.196059,-0.138103,-0.152216,-0.130972,-0.146125,-0.148137,-0.141401,-0.142415,-0.170863,-0.139624
 Ukraine ,-0.420328,0.353366,-0.0428419,-0.124514,-0.11083,0.00226455,-0.0426105,-0.124365,-0.0940576,-0.145746,-0.0907094,-0.090809,-0.0553945,-0.0750527
 Ukraine ,-0.353213,0.326131,-0.0379419,-0.139815,-0.141434,0.0458758,-0.00625829,-0.121622,-0.102767,-0.144055,-0.0963232,-0.096136,0.028997,-0.0617471
 Ukraine ,-0.286097,0.212121,-0.0732517,-0.159509,-0.158849,0.0238336,-0.0277044,-0.123353,-0.0938814,-0.143105,-0.104745,-0.10321,0.0200462,-0.0745891
 Ukraine ,-0.218981,0.174457,-0.0980126,-0.165152,-0.154462,-0.0585717,-0.0949222,-0.11646,-0.0767141,-0.118651,-0.115965,-0.11327,-0.0326916,-0.094709
 Ukraine ,-0.151866,0.0025824,-0.11407,-0.157361,-0.138589,-0.0696987,-0.103546,-0.127026,-0.119266,-0.151659,-0.129399,-0.128699,-0.0772155,-0.11681
 Ukraine ,-0.0847501,-0.0272688,-0.128834,-0.136174,-0.119258,-0.092034,-0.122034,-0.132423,-0.102556,-0.155839,-0.135456,-0.134579,-0.0707704,-0.126812
 Ukraine ,-0.0176345,-0.0582049,-0.144283,-0.15079,-0.135432,-0.108341,-0.130853,-0.134718,-0.10233,-0.157606,-0.139352,-0.138876,-0.0600277,-0.133884
 Ukraine ,0.0494812,-0.0377067,-0.14516,-0.150704,-0.13315,-0.10677,-0.129484,-0.132284,-0.0971481,-0.146925,-0.133799,-0.132993,-0.0717889,-0.129934
 Ukraine ,0.116597,-0.0679819,-0.158155,-0.166792,-0.151967,-0.117386,-0.140196,-0.136238,-0.110345,-0.15507,-0.142318,-0.141691,-0.05454,-0.138938
 Ukraine ,0.183713,-0.100288,-0.172867,-0.168978,-0.169047,-0.129024,-0.151184,-0.142,-0.126838,-0.162163,-0.152685,-0.152527,0.0254996,-0.149204
 Ukraine ,0.250828,-0.0812143,-0.17853,-0.155483,-0.155003,-0.146747,-0.153411,-0.141676,-0.127862,-0.159651,-0.1531,-0.152863,0.0203437,-0.151518
